ID,Group,Feature_1,Feature_2,Feature_3
ID576,C,2562.255633334258,406.8584481224153,-2135.8029349645635
ID802,C,2452.369935903117,398.8259400429488,-2061.577703361238
ID501,A,2638.8312701433806,394.8158572795495,5945.717179497488
ID829,A,2665.9947602725288,420.95619251099976,5902.129837756763
ID655,A,2627.5644482625776,446.30732725297605,5658.236090337512
ID261,B,2523.0640910264365,406.73170777849776,5075.521699640371
ID301,B,2267.532072751353,384.5554797650819,4520.948506419627
ID369,C,2429.6302507967393,397.6830172169804,-2044.8647905461528
ID962,A,2485.7961473225614,406.45859008141076,5411.178438195405
ID915,C,2410.613235049519,364.757075395122,-2049.4071807066
ID370,C,2486.049452451343,405.01748802667174,-2067.8394357664815
ID555,A,2661.006746869338,406.5463769423962,5937.907540938475
ID561,C,2335.422347048468,419.8951329698083,-1902.1668880073323
ID826,B,2681.1692056119027,418.3318495355958,5362.759931262938
ID351,B,2588.4726421754135,401.667582404343,5163.6373240322955
ID801,B,2526.8216808277693,422.7195535987054,5032.626922176724
ID395,C,2428.6383444259236,430.5351747855813,-2016.434015566054
ID824,B,2412.6049654508574,400.4192718286669,4817.219690002908
ID819,C,2337.378228541126,406.2728061770162,-1933.1352364730299
ID848,C,2671.676548031439,373.49053970334137,-2282.033252607332
ID437,B,2653.761156007404,378.2354010633837,5317.111370561067
ID978,C,2359.371537141672,387.4270552898572,-1982.0117768767784
ID152,B,2444.73720050938,393.3457254322442,4894.378384419226
ID891,B,2543.314476923191,383.55815462892895,5106.447509076688
ID316,B,2470.0490861827793,399.46006882034135,4962.585181417919
ID863,A,2308.1325242968182,393.7943624848807,4951.652888327409
ID287,C,2434.222723944431,416.0634284700942,-2006.6598343178769
ID479,B,2695.1034298020018,392.8783953177444,5406.886324006658
ID592,B,2441.0021409585556,365.6992307767676,4863.91941883897
ID140,C,2483.6532663297794,401.88626758803133,-2087.9158837876644
ID256,A,2385.4822575964617,399.7870296338299,5184.151849433315
ID114,B,2558.776298528375,387.0692517789326,5113.9401637352985
ID912,C,2511.5151799024584,401.42499825245557,-2145.237598026416
ID164,C,2425.798025844302,383.87103117660496,-2043.378536392338
ID956,B,2369.5344604192574,404.94759930435015,4752.564426827905
ID938,C,2640.4543374010877,439.4938665539478,-2200.882345605529
ID620,C,2339.445659335892,372.9159179063985,-1957.9453740678857
ID443,A,2550.3815695589556,392.2563686948626,5701.121529174422
ID228,A,2284.6120755288425,389.85242317826294,4900.314861278024
ID747,B,2570.7211683012383,393.50110174768685,5135.209620765504
ID571,B,2597.029888726006,415.2988686939546,5195.901069163463
ID162,A,2609.478371163991,408.14239838978534,5789.856468618205
ID238,B,2483.8791531430134,412.7314975390964,4968.407228124191
ID598,B,2658.4003605563694,400.45743257130397,5317.942599384928
ID692,B,2730.7791694996067,380.16851020082714,5452.575785383765
ID491,B,2467.8376863954036,383.2797195811003,4944.678815711779
ID774,B,2454.8994969870073,411.19389561199887,4916.98977733937
ID518,B,2514.9177260344936,402.56247847619943,5013.803351669362
ID388,C,2452.2319854105795,418.90311109118255,-2037.9988221244284
ID478,A,2437.612980398988,404.39893154870197,5291.961241923927
ID872,C,2446.326145975849,382.25477510001815,-2070.483126903145
ID589,B,2671.5756008006247,392.1714727872527,5350.7996653323025
ID330,C,2577.1881995035433,408.47221224524395,-2169.518577719785
ID140,B,2451.905387274191,410.6549874435794,4905.839644901845
ID127,C,2254.4874974277714,412.8266294823203,-1846.469379635248
ID234,B,2345.553550639353,384.2721383019221,4667.188475397778
ID300,A,2550.342908260188,381.9845475088461,5716.501807377584
ID939,C,2287.844405861118,397.15296220378866,-1883.616129097025
ID879,B,2529.2993527451954,421.60110274800184,5061.801650408263
ID132,B,2393.4436275134976,389.5919751878797,4792.1512015032085
ID147,A,2509.1805774580675,406.8245783590146,5495.032514683884
ID602,B,2506.3856301334145,406.8259170840845,5015.346069107311
ID506,B,2512.058993389071,411.4115912450592,5035.7462672615675
ID673,B,2460.557815292148,424.96660380922316,4926.451063053113
ID827,C,2457.2714374392267,423.4285963714916,-2021.3519288640618
ID904,A,2427.920958106356,391.08091249240744,5330.41585395175
ID198,A,2548.389231724189,368.5315683803699,5798.90527238448
ID783,A,2580.5192674780947,389.8220599695289,5794.777936932514
ID971,A,2378.102747746387,401.13508441070854,5118.598686607772
ID825,B,2494.837152770773,394.57532083471517,4985.116142394603
ID646,C,2519.658207348774,429.518484143922,-2088.0088675011716
ID838,B,2518.3771134623044,400.28170456474675,5038.726046907421
ID712,A,2516.6769619596516,409.8056782038429,5499.7254682997045
ID561,B,2459.7965189654774,403.25821464471016,4902.934821408864
ID742,A,2527.903042546254,394.80050224763767,5617.3435309576225
ID868,C,2561.802871098362,371.12782483056003,-2180.6643053886073
ID104,A,2514.1036655822563,398.8207354218777,5567.931605580407
ID317,B,2550.5939836533726,448.8197093973119,5106.48927926581
ID602,C,2599.035341103751,381.3331240024325,-2217.6846750910204
ID866,B,2314.905964210473,372.77690433438664,4617.655574305624
ID497,C,2594.346384186537,429.04583953853364,-2147.396330215671
ID970,A,2534.2427765221273,411.13124454804,5550.04610254867
ID894,C,2388.8374672261275,402.81129820785156,-1983.7056909323705
ID492,B,2580.247088231969,420.44010793550586,5157.445502085791
ID306,C,2460.167909397604,387.5274708556585,-2076.456073339164
ID114,A,2473.8033563681447,398.4010785862802,5437.663876981644
ID957,A,2449.232021753434,414.32731175351233,5263.802219020836
ID653,A,2530.2398844238223,431.65531551730595,5451.9482579948435
ID991,C,2421.4646857487946,382.47183528015086,-2022.1025329781833
ID560,C,2590.1474629947784,419.2110168784059,-2175.185184678777
ID790,C,2486.113741280533,405.72758591261476,-2090.7525301583946
ID674,A,2463.579751651206,402.4459160114412,5354.327203036147
ID963,C,2575.287567761397,399.8840616661789,-2190.420472565029
ID842,B,2468.044323768092,379.23030068958093,4944.847585450779
ID340,B,2594.81768253623,414.44633497319546,5193.419467379268
ID663,A,2597.9592950840865,388.2659646951051,5858.471904560406
ID195,C,2366.5196161781023,383.8046394624648,-2004.8619323395274
ID999,A,2610.926020222292,413.2818843835051,5761.618851308119
ID833,B,2353.7964028498113,411.83701037720016,4724.000079375008
ID584,C,2617.1580526882512,401.1850012541659,-2217.1253802979177
ID506,A,2702.8357192230237,416.1931543121746,6012.27384929271
ID330,B,2587.483443826913,421.3890487221867,5173.6276596837115
ID848,A,2284.3019355300326,419.6233611673831,4745.5367917327985
ID754,B,2606.356571938602,392.0758153989703,5216.717292596549
ID270,B,2724.6128965936014,415.2115739691957,5449.472337733855
ID640,B,2469.696835900197,403.1746146626297,4945.913231769382
ID135,B,2496.529667997011,425.88861655528564,4978.444252472841
ID624,B,2381.1513278073567,398.1440749559924,4756.918056790732
ID259,B,2531.2079418819667,394.65292543947504,5075.501095860723
ID938,C,2626.917718254313,390.79304684735683,-2252.376032060182
ID798,B,2569.7737128149456,402.8393184135333,5127.510081437412
ID342,B,2800.0,407.00088201388155,5602.391567719905
ID185,B,2503.3027042965796,407.28943424390906,5010.046166662165
ID895,B,2336.9326632584734,405.23758810467785,4667.999128404033
ID677,B,2517.0970971568217,410.0655551901971,5030.8529997219775
ID781,C,2258.354823478751,396.661872461284,-1855.2942442787992
ID656,B,2446.6896075135487,386.91227026612194,4903.574835048215
ID673,A,2662.4382058600213,385.60258004629526,6046.471057365111
ID745,B,2532.5133648631772,414.625766429552,5069.39856397389
ID895,A,2517.941681283127,407.05483465792435,5536.695062559827
ID127,C,2682.0780376715356,372.16243343574513,-2311.306308972124
ID719,A,2472.940010833663,416.4513014019991,5323.605455645532
ID655,A,2626.1820412934107,428.2065271960398,5724.000384994107
ID439,B,2512.930697516634,389.261247238622,5023.932545737526
ID897,B,2538.0047463459027,405.0424006941406,5088.439660350217
ID430,C,2378.2695144136987,392.8981285955146,-1985.8604560163435
ID739,A,2451.7953205171784,409.4246038820675,5310.53372590007
ID605,C,2360.2481767156128,382.5098666638716,-1989.6944102378268
ID447,A,2490.4754921774656,398.92831514351826,5488.5823124105245
ID572,C,2539.0402343916267,414.7197119199817,-2138.068425325629
ID330,A,2388.9961894908547,418.5356760894826,5068.256230213891
ID289,A,2704.9178922684823,406.39743728379534,6090.3254687310255
ID324,C,2527.810601909196,394.91432045185394,-2157.369459437181
ID484,C,2505.779558558522,376.1109837348459,-2127.5810410274476
ID476,C,2576.9657751345626,388.63675433141077,-2200.7979035998533
ID382,B,2417.107191913408,392.9608989286783,4834.412976613725
ID732,C,2516.3477479167454,389.53399325047576,-2131.0384219588127
ID727,A,2428.3133779642408,400.89329452470423,5305.743679173383
ID844,C,2655.867991008898,394.8716839574307,-2265.713761321866
ID358,B,2394.136065060292,402.58182058503166,4810.383946595184
ID458,C,2506.3165459307174,418.03940951571496,-2081.233708920802
ID809,C,2532.9315785151775,393.90306668155955,-2148.6460194823744
ID555,C,2539.4825744407703,379.2569953411866,-2156.2558479964664
ID510,B,2441.876482691717,389.4743860281269,4880.10004842738
ID748,B,2410.44905978549,408.75382704959907,4823.8040094598755
ID417,C,2443.32048269539,410.1691567742901,-2041.7180177702994
ID776,A,2552.8325434210283,406.0912779552435,5648.323372087019
ID324,C,2485.615422908804,419.5110595883202,-2054.999586230923
ID918,C,2579.620880845252,397.20455395184524,-2182.0349480754676
ID333,A,2547.7003719395075,430.7824922201399,5509.938031934658
ID783,C,2272.308730190039,412.2728070415886,-1859.1445722194564
ID763,B,2524.749779683721,362.14768794688183,5062.671058945776
ID926,C,2725.045476781627,427.0098794494535,-2297.5759902819045
ID473,C,2632.526905103833,388.49520084796416,-2239.305053118142
ID771,A,2542.201316070697,384.48848215814604,5703.184272050046
ID707,B,2394.060786953006,407.8565666474934,4789.265190152499
ID571,C,2547.7553716125644,373.92729291495186,-2171.7816963729565
ID332,A,2573.974993987826,389.5679615301758,5766.048392322738
ID791,B,2474.6253319172415,423.35647810936314,4944.437839831406
ID212,B,2531.674205880444,408.34326368496255,5060.747351563054
ID929,B,2650.966245839604,412.1835967140883,5304.6890238808355
ID596,B,2414.2725580258275,390.1463409925379,4828.178167817613
ID541,B,2394.1700395040875,376.92445001547844,4802.416469414084
ID663,A,2569.2699325994213,410.602261439706,5664.963910427488
ID367,C,2545.754263619808,413.9538423436293,-2134.1563519484835
ID609,A,2602.883829541281,413.2749007912166,5758.858391437184
ID906,A,2556.979381190377,403.136038451768,5677.734198795197
ID485,A,2443.2244936825805,385.49397634791893,5377.677683769081
ID486,A,2543.2192651465407,436.56654382089596,5458.012557355937
ID212,B,2385.787345670383,407.19681164476265,4763.258880972788
ID712,B,2474.9681288267006,397.3917003761625,4959.545233909281
ID724,C,2550.2799230966402,397.4582614377495,-2137.9628063711334
ID180,A,2463.948578327611,402.2439621711033,5370.102012993189
ID798,C,2746.8052182229826,416.0441239323697,-2352.989019478802
ID212,C,2310.781575117633,402.8444218495818,-1897.911944209461
ID101,B,2445.250964300119,412.8776973017125,4892.126758390042
ID741,C,2406.222016613009,402.2709653183981,-2023.9723163414426
ID319,C,2429.9651192542046,398.3146916279443,-2001.2956535607066
ID665,A,2435.7001776519123,409.6187558999258,5266.4997864031875
ID954,B,2367.357931314101,409.04929050510697,4742.757063109703
ID835,C,2575.2702148572625,397.45548821357266,-2161.424913612945
ID324,C,2445.29047026129,388.76189563428613,-2063.4984620611617
ID484,A,2516.3573335588653,405.1259337211065,5525.007781416127
ID502,C,2456.5174238089753,401.1752300344389,-2071.174056739894
ID737,C,2430.911958771379,391.67692430843863,-2046.5304158303625
ID229,C,2667.227923608685,387.36399276194805,-2275.2360108411062
ID152,C,2592.2932182209406,406.15713765841684,-2206.119496568113
ID783,C,2313.1799600044856,408.2514258554154,-1912.564008697207
ID829,A,2302.5862551664113,394.5995182801771,4923.625966579096
ID771,A,2604.260883563649,391.30094446130613,5857.983035331859
ID809,B,2448.0146608451246,387.54617216444217,4902.925736830233
ID515,C,2335.091766606578,405.7338240871738,-1920.4521088668866
ID346,A,2604.573513254034,387.94034389538893,5886.004620022494
ID935,B,2516.912405009909,433.617018535311,5050.2902121786865
ID538,C,2525.157108483232,393.84577846043504,-2124.0243845785963
ID302,B,2580.953927200591,363.621785831911,5184.555885187915
ID283,C,2369.0022841717605,399.54742500056295,-1968.0208289160214
ID222,C,2336.8499178615834,398.90449780271797,-1940.025273909872
ID500,B,2658.0954294903204,416.67577851286285,5323.478547340961
ID866,B,2356.2833239257707,404.32189355091555,4709.9697137516305
ID393,B,2377.7762202924437,387.492472248403,4777.783217330188
ID379,B,2397.756462045423,395.70412189754836,4809.084725768469
ID936,B,2707.994592369052,404.91129657476483,5424.9925224684985
ID983,B,2549.3383300411524,367.5292862453438,5100.253692210801
ID709,B,2596.540797443538,420.07932601585674,5188.1918688300975
ID297,A,2519.616754557873,387.53245171293,5629.603905163782
ID610,A,2439.8112788798767,421.25565731421426,5199.630380646395
ID851,B,2563.1291283260166,405.88697711689883,5144.670619053325
ID243,B,2344.33840292032,409.4439120459096,4686.545165376016
ID708,A,2390.4716547903504,417.2413515400191,5088.869487469845
ID300,C,2573.297517926148,408.5969807903875,-2175.61575005008
ID223,C,2364.274476917322,410.09329324476175,-1945.5053485151295
ID286,A,2481.0918530838126,397.5337533930793,5450.161892931981
ID425,C,2485.6487655644587,405.5825302220814,-2072.275489858716
ID563,B,2447.1337996662837,391.18753277542385,4903.356320960296
ID448,C,2304.888152515114,394.8488335061805,-1917.8109043719962
ID870,B,2437.1071108811307,429.47042571953364,4860.731872311293
ID759,C,2417.5031623067516,387.8770962242437,-2011.2432670839733
ID863,C,2516.1439863287696,402.3147568995442,-2116.1368178375747
ID502,C,2511.049053869947,401.70203555073215,-2106.6488325266673
ID445,C,2537.7961459936873,395.338682923288,-2136.6318887746384
ID610,A,2432.4013727025604,407.7160140485566,5243.57964630612
ID246,A,2552.2777950465893,408.8458313911207,5618.156221826002
ID247,C,2344.3993267226315,386.1127122527863,-1957.0970960359894
ID963,B,2317.8095267347644,401.52035067319827,4627.896685097076
ID810,C,2266.4427275833373,383.76448991841465,-1896.5566694829754
ID919,A,2450.0702760428003,411.8282292747595,5298.34030833009
ID588,B,2424.670177566144,402.64730965543936,4862.872899230627
ID739,B,2578.93156118546,401.2349483007563,5160.0062085796335
ID650,B,2435.133741295113,409.88547023308604,4853.0538984880295
ID437,B,2527.337634794427,395.867345642974,5041.987275782757
ID971,B,2581.3296576583075,413.71032938827307,5157.473830804726
ID740,B,2431.3680924350883,385.77332690865796,4881.511621764105
ID878,B,2529.8052210107176,421.1781477834179,5056.649434076248
ID572,B,2600.1927548955196,391.7363322616772,5194.762682717461
ID250,C,2376.183722519443,374.5573139845662,-2021.7082261309902
ID514,A,2502.4852338244646,395.07197637305904,5524.2156021267765
ID397,B,2431.7965616800684,393.37047704118686,4848.797887112247
ID710,B,2382.551011750686,394.95889020774945,4753.063865530298
ID362,C,2346.354825950977,403.47472023225976,-1941.4406975568124
ID863,B,2380.93514278213,416.4676354133241,4757.056315096926
ID243,C,2506.0029005752012,397.12441129154297,-2088.484555851602
ID445,C,2338.9155544438254,389.62573645271647,-1936.3537775186192
ID723,B,2444.9272975911363,383.10179781574305,4882.5479879285485
ID671,A,2581.31944068529,392.97725813036436,5768.070217303162
ID980,B,2544.9010963418937,371.6826274112447,5106.393895911758
ID101,A,2446.9492377061842,389.1230035972546,5415.153205006081
ID996,B,2668.9690413358726,418.6608084379328,5311.607103749198
ID403,C,2689.303641391166,387.64961193132365,-2300.5397379721817
ID353,A,2502.6122431539725,409.4307379120046,5457.660500207134
ID751,A,2253.145708411569,381.60276865287267,4859.212723651063
ID552,A,2588.644819701626,426.5664384896583,5656.414284146525
ID136,C,2270.6023659966413,427.56410099597065,-1848.8469492326042
ID259,B,2647.6146110720065,408.86532334839814,5270.500839968046
ID108,A,2608.35849007423,429.8687890246528,5682.679617501216
ID332,C,2677.421250413802,405.33689462391493,-2255.404786966637
ID198,C,2526.026555836773,411.52775671224333,-2118.143916502767
ID758,A,2463.8614232818163,418.929008150973,5288.478779328908
ID915,B,2454.9898866309777,402.69577679647676,4904.732660397423
ID307,C,2445.37398289691,376.71433807622407,-2058.457180415111
ID230,B,2598.10686536747,411.83445032851597,5190.760199439521
ID503,A,2571.227148950588,392.922106083498,5753.016040038388
ID251,A,2512.022563343421,394.0370526856681,5566.216061590802
ID153,A,2427.781869207303,404.46842374718034,5260.098933536933
ID219,C,2762.9212631300275,408.49421319576055,-2346.01154201324
ID772,C,2591.237461396287,402.25201951009325,-2194.728400684564
ID727,A,2340.228808022659,409.53594304235963,4967.839670133992
ID686,A,2448.374398406287,389.39714298909706,5407.708714473372
ID724,A,2593.1776097408706,399.35944307915076,5770.892509936833
ID519,A,2420.0461078767316,412.73628175676305,5185.894272556512
ID521,C,2535.154795882589,426.5918676465507,-2123.6866997321613
ID203,A,2595.0796300336146,431.89653383459813,5635.944351887171
ID951,A,2200.0,406.494650240916,4566.263905178445
ID353,A,2489.196230021075,412.60014740118413,5388.824571304355
ID326,B,2493.1209153565123,429.7236874722279,4996.487533460733
ID211,B,2458.7927544316212,389.9374594489976,4910.919002924337
ID609,C,2530.169513494604,409.44549779068876,-2131.1841526499575
ID572,A,2565.7519607495874,411.5251442422922,5637.282018330778
ID198,C,2514.205094432461,421.71792154115116,-2074.7424895776953
ID252,B,2462.617260595057,382.9428792919567,4920.494974832155
ID960,A,2563.262129978427,385.90891324299224,5767.145890089706
ID995,B,2504.9053409274356,400.32073316657056,5018.5356421002825
ID977,C,2476.9299586804523,405.6659149348245,-2065.9447641695506
ID437,C,2368.772061466108,416.8429593060071,-1936.6762423640098
ID805,B,2343.7345214733923,407.76315663718407,4678.983650891198
ID921,B,2366.877020728593,397.72880154834576,4721.234023340582
ID262,C,2527.8329061220215,406.24692167134214,-2134.3415843229795
ID819,B,2492.092125239365,404.5156671441168,4982.4506294951325
ID780,A,2351.971590179254,426.1752464498168,4913.673978394591
ID260,C,2564.5917825793813,402.484884153528,-2160.3364074834694
ID679,A,2637.4309513179096,394.25374879671153,5941.947971006869
ID900,B,2440.1506383283663,406.74413545107745,4892.524156294965
ID497,A,2325.9018142631626,402.977279790078,4966.31277553793
ID376,A,2429.087361509809,376.43509966487994,5400.092763934689
ID915,A,2585.4460626794694,399.76521907566746,5762.442283113262
ID603,C,2554.8529858534775,398.48892631890993,-2168.726387773343
ID995,A,2407.756731398852,391.84192201331024,5263.602895873713
ID491,A,2652.1172137764743,415.53374931434456,5882.5157095608465
ID234,A,2634.8280065926397,388.2148060508201,5964.9618007016215
ID294,B,2426.699393672336,406.8342792928681,4858.379568483904
ID500,C,2425.670999703503,397.78214500234407,-2035.6174068897126
ID739,B,2440.717206262051,401.6154250847017,4895.258789357817
ID132,B,2449.2667224611455,406.176794365688,4920.399472315039
ID787,C,2595.0538007928444,380.38638424163497,-2233.8995302895128
ID559,B,2542.5329060476593,402.87491337602177,5070.478636143867
ID982,A,2587.7078769350587,434.3342123456981,5591.969565172978
ID569,A,2567.35651431867,376.6485498118191,5815.748182130281
ID474,A,2671.4527068193734,399.1358805442674,6041.435666606057
ID121,B,2394.061445619086,416.8485898723573,4790.760303119266
ID849,B,2538.0358530383915,404.52428871930397,5092.782249121495
ID769,C,2282.6178743765304,410.3195042817405,-1896.887856732233
ID137,B,2368.304442590314,364.36500983361077,4746.378918980617
ID329,B,2492.514661406515,408.97374061944925,4976.44312098193
ID464,B,2541.8206612754534,388.57467690649605,5074.862811715471
ID662,B,2489.818425797043,404.6481592687472,4976.65655527714
ID537,C,2443.280758118732,399.55847903635765,-2060.8172827591475
ID875,B,2461.058212250696,434.1749954374245,4927.429850805254
ID382,A,2636.9440976424103,408.20042985648814,5872.118723245391
ID126,C,2461.596782211986,398.3106425610582,-2060.0918326726805
ID325,B,2674.924162204353,377.3546086111967,5360.4926966743005
ID376,B,2579.4017073541136,401.81720352774846,5176.980799262557
ID897,B,2545.753734614823,412.34843317520233,5087.1429366405955
ID708,B,2380.6403089679006,398.79172162271163,4767.008825612639
ID383,C,2593.5238161399625,392.41515460093837,-2197.592803039004
ID978,A,2450.62294222515,391.4112000423052,5399.344200539871
ID580,B,2380.55602419943,408.02712153182983,4765.823220372452
ID552,A,2551.2843613079376,411.3908190896374,5615.985028610405
ID928,C,2361.205393943346,420.41815172981677,-1946.3033646354006
ID915,A,2423.775853787042,385.07500160184463,5327.643722513459
ID758,C,2498.988408853109,407.88966337626425,-2099.4732307002355
ID615,B,2721.8421424114727,398.174440683732,5452.77148802537
ID646,C,2431.308424420751,398.6164869305008,-2032.4119833864843
ID291,C,2454.1783480699423,406.02738781051005,-2053.762152345372
ID148,C,2573.2345054421644,406.11484380437423,-2180.037628858706
ID611,C,2376.1704311623953,407.9315215868736,-1965.5834761147553
ID116,B,2544.2806381020914,384.13793211706286,5096.295351507469
ID271,B,2620.592680761659,388.75282889250315,5244.85582618447
ID319,A,2469.29051152889,422.28802413276526,5293.391449948984
ID257,A,2602.6154281396866,396.6914129877874,5826.148914891693
ID576,B,2529.144992321181,404.59021597026845,5059.98010024105
ID145,B,2426.931803619622,415.81999468064777,4856.139970413856
ID472,B,2480.219531410349,406.9516460854123,4946.2274034084685
ID617,B,2462.024266001976,408.19783946458057,4926.41644821133
ID198,C,2491.236174218352,413.41866518865635,-2083.1046666512902
ID991,B,2515.271789921983,368.250043586545,5043.0310031160825
ID844,C,2558.819993497186,392.650747672592,-2164.5742221235905
ID136,C,2550.8668249587136,407.02908694749385,-2133.811987349345
ID379,C,2256.828642873785,420.8146646058649,-1839.6353549125172
ID448,B,2490.2691811227974,400.9914333948366,4977.349796194258
ID596,C,2349.0578086593237,387.32925307365855,-1943.797540630589
ID401,C,2472.4272747532673,387.7287092558425,-2079.4625432364387
ID280,C,2487.621041218908,413.25791805179614,-2082.937297555981
ID706,A,2597.614835808471,396.7333962641217,5819.94121936825
ID198,B,2496.98845328999,399.89199931314494,4987.577249778846
ID799,A,2525.921801834326,409.2254529065848,5534.346518623792
ID215,A,2579.305638065743,356.4771447595963,5977.57128596956
ID290,B,2622.77522598193,430.0055126726212,5228.375063312204
ID352,C,2487.698607664309,389.0338924742341,-2100.7740982512732
ID260,C,2509.417944168041,403.6290455421036,-2100.889638935113
ID355,A,2501.0023302242253,374.42954479755593,5640.035646700872
